948,0,16,0,0,0,18,12,1
0,2761,0,0,0,37,0,0,0
12,0,256,0,0,0,0,47,0
0,3,0,457,0,0,0,0,0
0,0,0,0,202,0,0,0,0
0,122,0,0,0,632,0,0,0
44,0,1,0,0,2,152,0,0
1,0,7,0,0,1,0,543,0
0,0,0,0,0,0,0,0,142
