1203,0,0,608,0,0,2,0
0,1139,14,0,0,0,0,0
0,12,442,1,0,0,0,0
23,7,4,5197,90,0,6,0
0,0,0,402,221,0,0,0
0,1,0,0,0,4717,2,57
0,25,5,11,0,20,342,34
1,33,0,8,0,38,70,298
