2103,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,517,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,24493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,55,873,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,6681,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,0,0,13,0,3,3436,0,0,61,4,23,0,2,6,0,0,0,0,5,0,62
0,0,6,0,0,2,0,598,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1623,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1858,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,2,0,0,0,77,1560,12,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,1,1340,0,0,0,0,0,0,0,0,0,0
0,0,0,11,0,4,0,0,0,0,3,4,3354,0,0,0,0,0,0,0,0,0
0,0,6,0,0,1,0,0,0,18,0,0,1,1077,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0
0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,1079,2,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,451,0,0,0,0,0
0,0,0,1,0,0,0,0,0,10,0,4,1,0,0,0,0,467,0,0,0,0
0,0,0,1,0,15,0,0,0,1,8,0,0,0,0,0,0,0,1277,2,0,3
0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,518,0,0
0,0,20,5,0,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,161,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606
