1534,0,0,279,0,0,0,0
0,1092,43,18,0,0,0,0
0,0,450,1,0,0,4,0
98,6,0,5202,2,0,17,2
0,0,0,618,5,0,0,0
0,0,0,1,0,4747,2,27
7,20,0,30,0,32,292,56
1,2,0,25,0,99,68,253
