425,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,428,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,720,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3077,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4,0,0,973,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,0,0,892,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1147,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21
