2022,3,5,13,54,1,1,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0
19,354,142,0,0,0,2,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0
34,16,3046,8,6,0,0,0,1,0,0,0,128,1,0,0,0,0,0,33,0,0
0,0,0,24432,41,0,10,0,0,0,3,0,2,0,0,0,0,0,0,0,0,5
118,0,49,157,558,0,7,0,0,0,0,0,39,0,0,2,0,0,0,3,0,0
0,0,0,0,0,6500,6,0,0,5,3,0,159,10,0,0,0,0,1,0,0,0
0,0,0,37,0,40,3325,0,25,32,46,33,63,0,0,0,0,0,9,4,0,1
0,0,26,4,0,119,149,2,0,4,1,25,234,0,0,34,0,0,1,9,0,0
0,0,0,6,0,0,138,0,1397,18,26,2,0,0,0,0,0,0,36,0,0,0
0,0,0,0,0,59,76,0,24,1596,37,18,3,32,0,0,0,0,14,0,0,0
0,0,0,81,0,14,1237,0,53,110,81,2,8,2,0,0,0,0,61,3,0,0
0,0,0,0,0,6,205,0,0,4,0,862,215,6,0,36,0,0,6,3,0,0
0,0,14,35,3,210,90,0,0,0,0,82,2916,0,0,3,1,0,17,5,0,0
0,0,37,0,0,63,0,0,0,90,0,3,127,782,0,0,0,0,1,0,0,0
0,0,0,6,0,0,143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,2,0,0,0,0,0,0,0,0,3,0,0,0,1078,1,0,0,0,0,0
0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,350,88,0,0,0,0,0
0,0,0,1,0,0,408,0,0,0,0,32,39,0,0,0,0,0,0,3,0,0
0,0,0,7,0,80,279,0,386,14,8,20,114,0,0,0,0,0,380,19,0,0
0,0,15,23,0,1,46,0,0,0,0,0,90,0,0,0,0,0,0,348,0,0
0,0,143,0,0,4,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0
0,0,0,253,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204
