301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,208,0,0,0,0,1,0,0,0,0,0,0,0
0,0,4,0,398,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,594,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1680,0,2,0,0,0,0,9,0
0,0,0,0,0,0,0,0,931,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,491,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,159,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,136,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0
0,0,0,0,0,0,0,70,0,0,0,0,0,0,1020,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271
