427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,428,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,160,0,6,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3077,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,977,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,0,2003,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0
0,0,0,18,0,0,0,0,0,0,876,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,17,2
0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0
528,0,0,0,0,0,0,0,0,0,0,0,0,620,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,63,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0
0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
