2053,0,6,2,31,0,3,0,0,0,0,0,5,0,0,0,0,0,4,2,0,0
6,423,88,0,1,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
25,22,3082,6,5,0,0,0,0,0,0,0,131,1,0,0,0,0,0,1,0,0
3,0,1,24399,58,0,1,0,0,0,2,0,0,0,0,0,0,0,1,10,0,18
144,12,63,150,524,0,2,0,0,0,0,0,31,0,0,1,0,0,0,6,0,0
0,0,0,0,0,6556,8,0,0,5,1,0,95,18,0,0,0,0,1,0,0,0
0,0,0,31,0,51,3316,0,27,43,26,19,74,0,0,0,0,0,12,1,0,15
0,0,32,10,1,92,123,5,0,3,1,29,280,3,0,21,0,0,6,1,0,1
0,0,1,19,0,1,177,0,1266,34,19,0,0,0,0,0,0,0,106,0,0,0
0,0,0,5,0,72,118,0,19,1571,19,13,4,30,0,0,0,0,8,0,0,0
0,0,0,78,0,24,1291,0,31,120,62,10,15,10,0,0,0,0,7,4,0,0
0,1,0,0,0,9,236,0,0,1,0,786,261,9,0,29,0,0,11,0,0,0
0,1,45,42,1,316,75,0,0,0,0,76,2789,10,0,1,0,0,19,1,0,0
0,0,28,0,0,82,0,0,0,76,0,0,60,857,0,0,0,0,0,0,0,0
0,0,0,9,0,0,130,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9
0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1082,2,0,0,0,0,0
0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,357,91,0,0,0,0,0
0,0,0,0,0,0,397,0,0,0,0,29,54,0,0,0,0,3,0,0,0,0
0,0,0,6,0,92,224,0,224,12,5,12,137,0,0,0,0,0,592,3,0,0
0,0,18,13,0,10,31,0,0,0,0,0,233,0,0,0,0,0,2,216,0,0
1,0,181,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
0,0,0,239,0,0,112,0,0,0,0,0,0,0,0,0,0,0,1,1,0,253
