1726,0,0,75,12,0,0,0
0,1139,13,0,0,0,1,0
0,0,454,1,0,0,0,0
8,0,0,5089,229,0,1,0
0,0,0,193,430,0,0,0
0,0,0,0,0,4752,0,25
0,3,0,8,0,23,360,43
0,0,0,1,0,42,26,379
