414,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0
0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,725,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,0,0,0,644,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,164,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3077,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,975,0,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,6,0,1999,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,183,0,0,0,3,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,893,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,2,0,0,0,323,0,0,0,0,0,3,0
0,0,0,0,0,0,0,1,0,0,0,1,174,0,0,0,7,0,0
6,0,0,0,0,0,0,0,0,0,0,1,0,1140,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0
0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,152,0,0
7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0
0,2,2,0,0,0,0,0,0,0,12,2,0,0,0,0,0,2,2
