1840,3,1,0,0,0,0,0,0
19,1283,0,0,0,0,115,1,0
0,0,411,0,0,0,0,0,0
0,0,0,1373,7,1,0,8,0
0,0,0,45,1276,22,0,0,0
0,0,0,22,96,885,0,0,0
3,139,0,0,0,0,502,0,0
4,0,6,11,0,0,0,529,0
0,0,0,4,0,0,0,0,0
