1679,86,0,0,79,0,0,0,0
135,1005,8,0,0,0,259,11,0
0,1,388,10,12,0,0,0,0
0,0,0,1328,13,41,0,7,0
0,0,10,133,1053,147,0,0,0
0,0,0,28,112,863,0,0,0
0,52,0,0,0,0,591,1,0
28,0,0,38,12,0,0,472,0
0,0,0,4,0,0,0,0,0
