6606,11,0,0,0,1,0,0,40,10,0,0,3,39,0,0
34,3020,36,0,0,3,56,220,22,0,0,0,22,0,0,0
0,47,1183,6,0,0,1,306,0,0,0,0,0,0,0,0
0,5,713,29,0,0,0,56,0,0,0,0,0,0,0,0
50,14,0,0,0,1,0,0,115,0,0,0,0,0,0,0
54,160,63,2,0,1,20,152,188,1,0,0,39,0,0,0
3,6,1,0,0,0,660,73,6,13,4,1,119,0,0,0
11,102,271,2,0,0,15,2143,140,0,1,0,12,0,0,0
31,111,30,2,0,0,0,190,988,16,2,0,49,1,0,0
439,0,0,0,0,0,0,1,18,1033,67,0,3,17,0,0
118,0,0,0,0,0,2,23,5,657,1332,0,3,213,0,184
106,0,0,0,0,0,9,0,0,0,0,79,78,280,0,0
532,21,0,0,0,0,57,19,39,9,1,1,609,79,0,0
373,0,0,0,0,0,0,0,2,49,10,0,27,2314,0,9
7,5,0,0,0,0,0,0,1,2,0,0,1,28,126,0
325,5,0,0,0,0,0,0,8,85,2672,1,0,66,0,8148
