7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,205,1,0,0,0,0,0,0,1,6,1,0,0,0,0
0,0,124,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,108,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,142,2,0,0,0,0,0
0,2,0,0,0,1,0,0,0,3,362,0,0,0,0,0
0,5,0,0,0,0,0,0,0,0,0,83,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,189,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,56,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
