379,0,0,0,0,0,0,0,0,32,0,0,0,16,0,0,0,0,0
0,426,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,162,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3076,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,974,0,0,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,2004,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,188,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,894,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,1,175,0,0,0,6,0,0
23,0,0,1,0,0,0,0,0,0,0,2,0,1124,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,12,4,0,0,47,0,2,0,0
0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,153,0,0
5,3,0,3,0,0,0,0,0,0,0,2,0,1,0,0,2,104,0
0,2,0,3,0,0,0,0,0,0,2,1,0,0,0,0,5,1,8
