1613,0,0,179,13,0,6,2
0,1136,8,8,0,0,1,0
0,33,420,1,0,0,1,0
78,1,7,5013,220,0,3,5
0,0,0,206,417,0,0,0
1,0,0,17,0,4725,0,34
32,6,9,29,0,29,278,54
2,0,1,25,0,121,35,264
