1758,0,0,55,0,0,0,0
0,1137,14,0,0,0,2,0
0,2,450,3,0,0,0,0
103,0,1,5187,32,1,3,0
4,0,0,539,80,0,0,0
0,0,0,0,0,4763,0,14
0,3,0,17,1,29,324,63
3,0,0,0,0,44,25,376
