301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,558,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,293,0,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8,394,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,593,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1631,0,0,0,0,0,0,59,1
0,0,0,0,0,0,0,0,922,0,9,0,0,0,0,0
0,0,0,0,0,0,0,6,0,480,3,0,0,1,0,2
0,0,0,0,0,0,0,1,0,0,159,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,288,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,136,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0
0,0,0,0,0,0,0,216,0,0,0,0,0,0,874,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271
