1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
0,125,3,0,0,0,0,0,0,2,78,6,0,0,0,0
0,6,101,1,0,0,0,0,0,0,13,4,0,0,0,0
0,1,1,32,0,0,0,0,0,0,1,0,1,0,0,0
0,0,0,2,66,1,0,0,0,0,0,0,0,3,0,0
0,0,0,0,1,107,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,71,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0,1,4,0,0,0,0,0,0,114,26,1,0,0,0,0
0,2,5,0,0,0,0,0,0,1,358,2,0,0,0,0
0,15,2,0,0,0,0,0,0,0,2,69,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,30,0,0,0
0,0,0,0,12,0,0,0,0,0,0,0,0,171,7,0
0,0,0,0,0,6,0,0,0,0,0,0,1,11,40,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
