6678,1,5,0,0,4,0,5,0,0,6,2,7,2,0,0
10,3378,4,0,0,0,9,5,0,0,0,0,7,0,0,0
0,2,1541,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,4,783,0,0,0,0,13,0,0,0,2,0,0,0
2,5,0,0,0,29,0,0,58,0,0,0,83,3,0,0
49,95,112,0,0,346,0,34,3,0,0,0,41,0,0,0
1,0,0,0,0,0,813,37,0,3,17,0,15,0,0,0
0,16,4,0,0,0,10,2618,4,0,34,0,11,0,0,0
3,16,2,0,0,0,0,0,1379,0,0,0,9,10,0,1
2,0,0,0,0,0,0,2,0,1544,29,0,1,0,0,0
0,0,0,0,0,0,0,13,0,1,2523,0,0,0,0,0
2,6,0,0,0,0,2,0,0,0,0,470,20,52,0,0
106,10,0,0,0,3,0,1,0,0,0,3,1222,22,0,0
73,0,0,0,0,0,0,0,0,1,91,1,31,2587,0,0
12,11,0,0,0,1,0,0,3,0,0,11,0,7,125,0
0,0,0,0,0,0,0,0,10,0,38,0,0,0,0,11262
