2098,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,3250,0,0,0,3,7,0,0,0,0,0,5,0,0,0,0,1,0,3,0
0,0,0,24490,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,50,881,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,6658,0,0,0,0,0,0,22,1,0,0,0,0,2,0,0,0
0,0,1,0,0,1,3536,2,0,10,9,9,5,5,0,0,0,3,23,0,0,11
0,0,0,0,0,0,2,598,0,0,0,1,2,3,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,1619,0,0,0,0,0,0,2,0,0,2,0,0,0
0,0,0,0,0,0,4,0,0,1829,3,4,6,10,0,0,0,1,2,0,0,0
0,0,0,0,0,0,3,0,0,0,1643,0,0,0,0,0,0,0,6,0,0,0
0,0,0,0,0,0,1,0,0,94,10,1237,1,0,0,0,0,0,0,0,0,0
0,0,0,5,0,20,19,3,0,11,6,20,3278,0,0,0,0,4,5,1,4,0
0,0,0,0,0,0,1,0,0,2,0,0,0,1100,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079,10,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,450,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,478,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1306,0,0,0
0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,513,4,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,197,0
0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,600
