1809,0,0,3,0,0,0,1
0,1084,55,0,0,8,6,0
0,0,453,1,0,0,1,0
533,0,2,4515,244,19,6,8
9,0,0,190,424,0,0,0
0,0,0,0,0,4763,0,14
0,3,2,5,0,32,288,107
0,0,0,0,0,109,17,322
