1583,0,0,225,5,0,0,0
0,1153,0,0,0,0,0,0
0,137,316,2,0,0,0,0
2,2,1,5047,270,0,4,1
0,0,0,291,332,0,0,0
0,0,0,0,0,4760,7,10
0,21,1,6,0,20,375,14
0,1,0,1,0,39,88,319
