1844,0,0,0,0,0,0,0,0
38,1176,0,0,0,0,204,0,0
0,0,407,2,1,0,0,1,0
0,0,0,1344,15,22,0,8,0
0,0,0,62,1214,67,0,0,0
0,0,0,11,42,950,0,0,0
1,47,0,0,0,0,596,0,0
4,0,0,21,0,0,0,525,0
0,0,0,4,0,0,0,0,0
